class_code,college_name,department_name,course_name,professor,class_time,class_type,class_room,class_time_number
ERC2012-42,공과대학,건설환경공학부,"인공지능과디지털수학
Digital Mathematics for Artificial Intelligence",김현수,"금09:00-10:15【26515】,금10:30-11:45【26515】",일반수업,26515,"5_09001015, 5_10301145"
ERC3011-41,공과대학,건설환경공학부,"산학융합캡스톤디자인
Industry Collaborative Capstone Design",김미소,"금18:00-19:15【26223】,금19:30-20:45【26223】",일반수업,26223,"5_18001915, 5_19302045"
ERC7001-41,공과대학,건설환경공학부,"메타버스플랫폼이해와활용
Understanding and Utilizing the Metaverse Platform",김정엽,"화12:00-13:15【26305】,목13:30-14:45【26305】",일반수업,26305,"2_12001315, 4_13301445"
ERC7002-41,공과대학,건설환경공학부,"NFT이해와활용
Understanding and Utilizing NFT",김정엽,"화13:30-14:45【83188】,목12:00-13:15【83188】",일반수업,83188,"2_13301445, 4_12001315"
ERC2011-47,공과대학,건설환경공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",원병묵,"월10:30-11:45【22319】,수09:00-10:15【22319】",일반수업,22319,"1_10301145, 3_09001015"
ERC2011-48,공과대학,건설환경공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",권영돈,"월13:30-14:45【22319】,수12:00-13:15【22319】",일반수업,22319,"1_13301445, 3_12001315"
ERC2011-49,공과대학,건설환경공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",최현기,"화15:00-16:15【22410】,목16:30-17:45【22410】",일반수업,22410,"2_15001615, 4_16301745"
ERC2012-41,공과대학,건설환경공학부,"인공지능과디지털수학
Digital Mathematics for Artificial Intelligence",김현수,"화09:00-10:15【26223】,화10:30-11:45【26223】",일반수업,26223,"2_09001015, 2_10301145"
ERC2012-42,공과대학,건설환경공학부,"인공지능과디지털수학
Digital Mathematics for Artificial Intelligence",김현수,"금09:00-10:15【26515】,금10:30-11:45【26515】",일반수업,26515,"5_09001015, 5_10301145"
ERC3011-41,공과대학,건설환경공학부,"산학융합캡스톤디자인
Industry Collaborative Capstone Design",김미소,"금18:00-19:15【26223】,금19:30-20:45【26223】",일반수업,26223,"5_18001915, 5_19302045"
ERC7001-41,공과대학,건설환경공학부,"메타버스플랫폼이해와활용
Understanding and Utilizing the Metaverse Platform",김정엽,"화12:00-13:15【26305】,목13:30-14:45【26305】",일반수업,26305,"2_12001315, 4_13301445"
ERC7002-41,공과대학,건설환경공학부,"NFT이해와활용
Understanding and Utilizing NFT",김정엽,"화13:30-14:45【83188】,목12:00-13:15【83188】",일반수업,83188,"2_13301445, 4_12001315"
ERC2011-47,공과대학,건설환경공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",원병묵,"월10:30-11:45【22319】,수09:00-10:15【22319】",일반수업,22319,"1_10301145, 3_09001015"
ERC2011-48,공과대학,건설환경공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",권영돈,"월13:30-14:45【22319】,수12:00-13:15【22319】",일반수업,22319,"1_13301445, 3_12001315"
ADD2006-41,공과대학,건축공학과,"서양건축사
History of Western Architecture",이현정,"목09:00-10:15【21514】,목10:30-11:45【21514】",일반수업,21514,"4_09001015, 4_10301145"
ADD3009-41,공과대학,건축공학과,"건축법규
Building Code and Regulation",신중진,"화09:00-10:15【27511】,화10:30-11:45【27511】",일반수업,27511,"2_09001015, 2_10301145"
ADD3025-41,공과대학,건축공학과,"건축설비
Building Environmental Control ",심지수,"화09:00-10:15【23219】,화10:30-11:45【23219】",일반수업,23219,"2_09001015, 2_10301145"
ADD3028-41,공과대학,건축공학과,"건축설계현장실습2A
Practical Training 2A of Architectural Design",이중원,미지정,일반수업,,미지정
ADD3029-41,공과대학,건축공학과,"건축설계현장실습2B
Practical Training 2B of Architectural Design",이중원,미지정,일반수업,,미지정
CAL2002-41,공과대학,건축공학과,"구조역학
Structural Analysis",이정윤,"화13:30-14:45【22319】,목12:00-13:15【22319】",일반수업,22319,"2_13301445, 4_12001315"
CAL2005-41,공과대학,건축공학과,"건축시공및재료2
Building Construction Methods & Materials II ",권순욱,"화09:00-10:15【26110】,화10:30-11:45【26110】",일반수업,26110,"2_09001015, 2_10301145"
CAL2006-41,공과대학,건축공학과,"건설관리
Construction Project Management",김예상,"화10:30-11:45【26307】,목09:00-10:15【26307】",일반수업,26307,"2_10301145, 4_09001015"
CAL2009-42,공과대학,건축공학과,"건축공학설계1
Architectural Engineering Design I",윤성민,"화18:00-18:50【26223】,화19:00-19:50【26223】,화20:00-20:50【26223】,목18:00-18:50【26223】,목19:00-19:50【26223】,목20:00-20:50【26223】",일반수업,26223,"2_18001850, 2_19001950, 2_20002050, 4_18001850, 4_19001950, 4_20002050"
ADD3029-41,공과대학,건축공학과,"건축설계현장실습2B
Practical Training 2B of Architectural Design",이중원,미지정,일반수업,,미지정
CAL2002-41,공과대학,건축공학과,"구조역학
Structural Analysis",이정윤,"화13:30-14:45【22319】,목12:00-13:15【22319】",일반수업,22319,"2_13301445, 4_12001315"
CAL2005-41,공과대학,건축공학과,"건축시공및재료2
Building Construction Methods & Materials II ",권순욱,"화09:00-10:15【26110】,화10:30-11:45【26110】",일반수업,26110,"2_09001015, 2_10301145"
CAL2006-41,공과대학,건축공학과,"건설관리
Construction Project Management",김예상,"화10:30-11:45【26307】,목09:00-10:15【26307】",일반수업,26307,"2_10301145, 4_09001015"
CAL2008-41,공과대학,건축공학과,"건축환경공학2
Building Environmental Engineering II ",송두삼,"월09:00-10:15【26223】,수10:30-11:45【26223】",일반수업,26223,"1_09001015, 3_10301145"
CAL2009-41,공과대학,건축공학과,"건축공학설계1
Architectural Engineering Design I",진상윤,"화18:00-18:50【22402】,화19:00-19:50【22402】,화20:00-20:50【22402】,목18:00-18:50【22402】,목19:00-19:50【22402】,목20:00-20:50【22402】",일반수업,22402,"2_18001850, 2_19001950, 2_20002050, 4_18001850, 4_19001950, 4_20002050"
CAL2009-42,공과대학,건축공학과,"건축공학설계1
Architectural Engineering Design I",윤성민,"화18:00-18:50【26223】,화19:00-19:50【26223】,화20:00-20:50【26223】,목18:00-18:50【26223】,목19:00-19:50【26223】,목20:00-20:50【26223】",일반수업,26223,"2_18001850, 2_19001950, 2_20002050, 4_18001850, 4_19001950, 4_20002050"
CAL2013-41,공과대학,건축공학과,"수리학
Hydraulics",전경수,"월12:00-13:15【26512】,수13:30-14:45【26512】",일반수업,26512,"1_12001315, 3_13301445"
CAL2016-41,공과대학,건축공학과,"기초유체역학
Elementary Fluid Mechanics",이정열,"월13:30-14:45【26512】,수12:00-13:15【26512】",일반수업,26512,"1_13301445, 3_12001315"
CAL2017-41,공과대학,건축공학과,"디지털가상설계
Digital Virual Design",이광명,"화12:00-13:15【26512】,목13:30-14:45【26512】",일반수업,26512,"2_12001315, 4_13301445"
CAL2019-41,공과대학,건축공학과,"응용토질역학
Advanced Soil Mechanics",김낙경,"월09:00-10:15【26217A】,수10:30-11:45【26217A】",국제어수업,26217,"1_09001015, 3_10301145"
CAL2008-41,공과대학,건축공학과,"건축환경공학2
Building Environmental Engineering II ",송두삼,"월09:00-10:15【26223】,수10:30-11:45【26223】",일반수업,26223,"1_09001015, 3_10301145"
CAL2009-41,공과대학,건축공학과,"건축공학설계1
Architectural Engineering Design I",진상윤,"화18:00-18:50【22402】,화19:00-19:50【22402】,화20:00-20:50【22402】,목18:00-18:50【22402】,목19:00-19:50【22402】,목20:00-20:50【22402】",일반수업,22402,"2_18001850, 2_19001950, 2_20002050, 4_18001850, 4_19001950, 4_20002050"
CAL2016-41,공과대학,건축공학과,"기초유체역학
Elementary Fluid Mechanics",이정열,"월13:30-14:45【26512】,수12:00-13:15【26512】",일반수업,26512,"1_13301445, 3_12001315"
CAL2017-41,공과대학,건축공학과,"디지털가상설계
Digital Virual Design",이광명,"화12:00-13:15【26512】,목13:30-14:45【26512】",일반수업,26512,"2_12001315, 4_13301445"
CAL2019-41,공과대학,건축공학과,"응용토질역학
Advanced Soil Mechanics",김낙경,"월09:00-10:15【26217A】,수10:30-11:45【26217A】",국제어수업,26217,"1_09001015, 3_10301145"
CAL2021-41,공과대학,건축공학과,"응용측량정보학
Advanced Surveying and Practive",윤홍식,"월15:00-15:50【26305】,월16:00-16:50【26305】,월17:00-17:50【26305】,금15:00-15:50【26305】,금16:00-16:50【26305】,금17:00-17:50【26305】",일반수업,26305,"1_15001550, 1_16001650, 1_17001750, 5_15001550, 5_16001650, 5_17001750"
CAL2041-41,공과대학,건축공학과,"환경토양학
Environmental Soil Science",하유미,"화12:00-13:15【61301A】,목13:30-14:45【61301A】",일반수업,61301,"2_12001315, 4_13301445"
CAL2044-41,공과대학,건축공학과,"동아시아조경문화사
Cultural History of East-Asia Landscape Architecture",김묘정,"화09:00-10:15【61301A】,화10:30-11:45【61301A】",일반수업,61301,"2_09001015, 2_10301145"
CAL3001-41,공과대학,건축공학과,"철근콘크리트구조2
Reinforced Concrete Structures II",김진구,"월13:30-14:45【26305】,수12:00-13:15【26305】",일반수업,26305,"1_13301445, 3_12001315"
CAL3003-41,공과대학,건축공학과,"건설재료및실습
Laboratory Tests of Constrution Materials ",이광명,"화15:00-15:50【26512】,화16:00-16:50【26512】,화17:00-17:50【26512】,목15:00-15:50【26512】,목16:00-16:50【26512】,목17:00-17:50【26512】",일반수업,26512,"2_15001550, 2_16001650, 2_17001750, 4_15001550, 4_16001650, 4_17001750"
CAL3015-41,공과대학,건축공학과,"건축공학설계2
Architectural Engineering Design II",김진구,"월15:00-15:50【미지정】,월16:00-16:50【미지정】,월17:00-17:50【미지정】,수15:00-15:50【22402】,수16:00-16:50【22402】,수17:00-17:50【22402】",일반수업,22402,미지정
CAL3015-42,공과대학,건축공학과,"건축공학설계2
Architectural Engineering Design II",이송우,"월18:00-18:50【22402】,월19:00-19:50【22402】,월20:00-20:50【22402】,수18:00-18:50【22402】,수19:00-19:50【22402】,수20:00-20:50【22402】",일반수업,22402,"1_18001850, 1_19001950, 1_20002050, 3_18001850, 3_19001950, 3_20002050"
CAL3018-41,공과대학,건축공학과,"IndividualStudy2
IndividualStudy2",송두삼,미지정,일반수업,,미지정
CAL3020-41,공과대학,건축공학과,"건축공학현장실습1B
Practical Training 1B of Architectural Engineering ",심성한,미지정,일반수업,,미지정
CAL2044-41,공과대학,건축공학과,"동아시아조경문화사
Cultural History of East-Asia Landscape Architecture",김묘정,"화09:00-10:15【61301A】,화10:30-11:45【61301A】",일반수업,61301,"2_09001015, 2_10301145"
CAL3001-41,공과대학,건축공학과,"철근콘크리트구조2
Reinforced Concrete Structures II",김진구,"월13:30-14:45【26305】,수12:00-13:15【26305】",일반수업,26305,"1_13301445, 3_12001315"
CAL3003-41,공과대학,건축공학과,"건설재료및실습
Laboratory Tests of Constrution Materials ",이광명,"화15:00-15:50【26512】,화16:00-16:50【26512】,화17:00-17:50【26512】,목15:00-15:50【26512】,목16:00-16:50【26512】,목17:00-17:50【26512】",일반수업,26512,"2_15001550, 2_16001650, 2_17001750, 4_15001550, 4_16001650, 4_17001750"
CAL3015-42,공과대학,건축공학과,"건축공학설계2
Architectural Engineering Design II",이송우,"월18:00-18:50【22402】,월19:00-19:50【22402】,월20:00-20:50【22402】,수18:00-18:50【22402】,수19:00-19:50【22402】,수20:00-20:50【22402】",일반수업,22402,"1_18001850, 1_19001950, 1_20002050, 3_18001850, 3_19001950, 3_20002050"
CAL3018-41,공과대학,건축공학과,"IndividualStudy2
IndividualStudy2",송두삼,미지정,일반수업,,미지정
CAL3020-41,공과대학,건축공학과,"건축공학현장실습1B
Practical Training 1B of Architectural Engineering ",심성한,미지정,일반수업,,미지정
CAL3022-41,공과대학,건축공학과,"건축공학현장실습2B 
Field Practice 2B in Architectural Engineering ",심성한,미지정,일반수업,,미지정
CAL3024-41,공과대학,건축공학과,"건축공학현장실습3B 
Practical Training 3B of Architectural Engineering ",심성한,미지정,일반수업,,미지정
CAL3035-41,공과대학,건축공학과,"첨단건설IT
Advanced Information Technology in the Construction Industry",진상윤,"수09:00-10:15【22402】,수10:30-11:45【22402】",국제어수업,22402,"3_09001015, 3_10301145"
CAL3041-41,공과대학,건축공학과,"환경수리학
Environmental Hydraulics",이정열,"월16:30-17:45【26512】,수15:00-16:15【26512】",일반수업,26512,"1_16301745, 3_15001615"
CAL3050-41,공과대학,건축공학과,"지형공간정보학
Geo-Informatics ",윤홍식,"화15:00-16:15【26307】,목16:30-17:45【26307】",일반수업,26307,"2_15001615, 4_16301745"
CAL3086-41,공과대학,건축공학과,"글로벌환경원격탐사
Remote Sensing of Global  Environment",최민하,"화09:00-09:50【26217A】,화10:00-10:50【26217A】,화11:00-11:50【26217A】,금15:00-15:50【22402】,금16:00-16:50【22402】,금17:00-17:50【22402】",국제어수업,26217,"2_09000950, 2_10001050, 2_11001150, 5_15001550, 5_16001650, 5_17001750"
CAL3091-41,공과대학,건축공학과,"건설환경현장실습1B
Co-operative Training in Construction and Environmental Engineering 1B",이제찬,미지정,일반수업,,미지정
CAL3092-41,공과대학,건축공학과,"건설환경현장실습2B
Co-operative Training in Construction and Environmental Engineering 2B",이제찬,미지정,일반수업,,미지정
CAL3024-41,공과대학,건축공학과,"건축공학현장실습3B 
Practical Training 3B of Architectural Engineering ",심성한,미지정,일반수업,,미지정
CAL3035-41,공과대학,건축공학과,"첨단건설IT
Advanced Information Technology in the Construction Industry",진상윤,"수09:00-10:15【22402】,수10:30-11:45【22402】",국제어수업,22402,"3_09001015, 3_10301145"
CAL3041-41,공과대학,건축공학과,"환경수리학
Environmental Hydraulics",이정열,"월16:30-17:45【26512】,수15:00-16:15【26512】",일반수업,26512,"1_16301745, 3_15001615"
CAL3050-41,공과대학,건축공학과,"지형공간정보학
Geo-Informatics ",윤홍식,"화15:00-16:15【26307】,목16:30-17:45【26307】",일반수업,26307,"2_15001615, 4_16301745"
CAL3063-41,공과대학,건축공학과,"에너지자원순환공학
Energy recycle Engineering",염익태,"월12:00-13:15【26305】,수13:30-14:45【26305】",일반수업,26305,"1_12001315, 3_13301445"
CAL3086-41,공과대학,건축공학과,"글로벌환경원격탐사
Remote Sensing of Global  Environment",최민하,"화09:00-09:50【26217A】,화10:00-10:50【26217A】,화11:00-11:50【26217A】,금15:00-15:50【22402】,금16:00-16:50【22402】,금17:00-17:50【22402】",국제어수업,26217,"2_09000950, 2_10001050, 2_11001150, 5_15001550, 5_16001650, 5_17001750"
CAL3091-41,공과대학,건축공학과,"건설환경현장실습1B
Co-operative Training in Construction and Environmental Engineering 1B",이제찬,미지정,일반수업,,미지정
CAL3092-41,공과대학,건축공학과,"건설환경현장실습2B
Co-operative Training in Construction and Environmental Engineering 2B",이제찬,미지정,일반수업,,미지정
CAL3095-41,공과대학,건축공학과,"RC구조물설계
Design of Reinforced Concrete Structure",박선규,"화13:30-14:45【26512】,목12:00-13:15【26512】",일반수업,26512,"2_13301445, 4_12001315"
CAL3102-41,공과대학,건축공학과,"조경현장실습2 
Landscape Architecture Field Practice 2",자연과학,일반수업,일반수업,,일반수업
CAL3111-41,공과대학,건축공학과,"생태복원공학및실습 
Ecological Restoration Engineering and Practice ",정경진,"화15:00-15:50【61301A】,화16:00-16:50【61301A】,화17:00-17:50【61301A】,화18:00-18:50【61301A】,화19:00-19:50【61301A】,화20:00-20:50【61301A】",일반수업,61301,"2_15001550, 2_16001650, 2_17001750, 2_18001850, 2_19001950, 2_20002050"
CAL3063-41,공과대학,건축공학과,"에너지자원순환공학
Energy recycle Engineering",염익태,"월12:00-13:15【26305】,수13:30-14:45【26305】",일반수업,26305,"1_12001315, 3_13301445"
